measurement_id,oligo_id,study_type,species,system_model,cns_region,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,endpoint_domain,challenge_priority,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,neurotox_grade,reversibility,is_cns_specific,source_id,source_ref,source_table,redistribution,notes
CMS0882,CNS262,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806681, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0883,CNS262,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.4,fold_change,increase,1.4x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806681, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0884,CNS262,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806681, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0885,CNS262,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806681, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0886,CNS263,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.2,fold_change,increase,1.2x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806682, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0887,CNS263,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.4,fold_change,increase,1.4x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806682, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0888,CNS263,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.2,fold_change,increase,1.2x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806682, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0889,CNS263,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806682, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0890,CNS263,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,1.8,score_0_to_7,increase,1.80_vs_0_PBS,2,irreversible,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806682, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0891,CNS264,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.2,fold_change,increase,1.2x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806683, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0892,CNS264,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.2,fold_change,increase,1.2x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806683, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0893,CNS264,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.2,fold_change,increase,1.2x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806683, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0894,CNS264,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806683, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0895,CNS264,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806683, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0896,CNS265,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806684, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0897,CNS265,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.2,fold_change,increase,1.2x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806684, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0898,CNS265,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,2.0,fold_change,increase,2.0x_vs_PBS,2,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806684, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0899,CNS265,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806684, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0900,CNS265,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806684, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0901,CNS266,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806685, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0902,CNS266,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806685, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0903,CNS266,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.5,fold_change,increase,1.5x_vs_PBS,1,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806685, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0904,CNS266,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.8,fold_change,decrease,0.8x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806685, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0905,CNS266,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806685, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0906,CNS267,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806686, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0907,CNS267,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806686, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0908,CNS267,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806686, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0909,CNS267,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.8,fold_change,decrease,0.8x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806686, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0910,CNS267,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806686, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0911,CNS268,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806687, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0912,CNS268,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806687, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0913,CNS268,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806687, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0914,CNS268,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.8,fold_change,decrease,0.8x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806687, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0915,CNS268,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806687, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0916,CNS269,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806688, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0917,CNS269,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806688, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0918,CNS269,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.8,fold_change,increase,1.8x_vs_PBS,1,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806688, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0919,CNS269,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.8,fold_change,decrease,0.8x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806688, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0920,CNS269,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,1.8,score_0_to_7,increase,1.80_vs_0_PBS,2,irreversible,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806688, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0921,CNS270,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806689, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
