measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,nephrotox_grade,is_kidney_specific,source_id,source_ref,source_table,redistribution,notes
MSR235,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,284.0,pct_of_saline,increase,+184%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 284.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR236,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,129.0,pct_of_saline,increase,+29%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 129.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR237,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,101.0,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 101.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR238,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,1593.0,pct_of_saline,increase,+1493%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 1593.0 % of control -> grade 3; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR239,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,116.0,pct_of_saline,increase,+16%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 116.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR240,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,103.0,pct_of_saline,increase,+3%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 103.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR241,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,73.0,pct_of_saline,decrease,-27%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 73.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR242,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,123.0,pct_of_saline,increase,+23%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 123.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR243,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,87.0,pct_of_saline,decrease,-13%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 87.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR244,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,330.0,pct_of_saline,increase,+230%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 330.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR245,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,77.0,pct_of_saline,decrease,-23%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 77.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR246,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,66.0,pct_of_saline,decrease,-34%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 66.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR247,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,783.0,pct_of_saline,increase,+683%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 783.0 % of control -> grade 3; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR248,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,65.0,pct_of_saline,decrease,-35%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 65.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR249,OLG054,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,60.0,pct_of_saline,decrease,-40%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 60.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR250,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,38.0,pct_of_saline,decrease,-62%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 38.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR251,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,149.0,pct_of_saline,increase,+49%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 149.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR252,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,136.0,pct_of_saline,increase,+36%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 136.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR253,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,127.0,pct_of_saline,increase,+27%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 127.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR254,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,111.0,pct_of_saline,increase,+11%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 111.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR255,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,135.0,pct_of_saline,increase,+35%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 135.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR256,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,371.0,pct_of_saline,increase,+271%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 371.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR257,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,82.0,pct_of_saline,decrease,-18%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 82.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR258,OLG055,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,119.0,pct_of_saline,increase,+19%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 119.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR259,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,19.0,pct_of_saline,decrease,-81%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 19.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR260,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,325.0,pct_of_saline,increase,+225%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 325.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR261,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,132.0,pct_of_saline,increase,+32%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 132.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR262,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,27.0,pct_of_saline,decrease,-73%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 27.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR263,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,379.0,pct_of_saline,increase,+279%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 379.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR264,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,133.0,pct_of_saline,increase,+33%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 133.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR265,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,71.0,pct_of_saline,decrease,-29%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 71.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR266,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,289.0,pct_of_saline,increase,+189%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 289.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR267,OLG056,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,90.0,pct_of_saline,decrease,-10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 90.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR268,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,27.0,pct_of_saline,decrease,-73%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 27.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR269,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,268.0,pct_of_saline,increase,+168%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 268.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR270,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,124.0,pct_of_saline,increase,+24%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 124.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR271,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,29.0,pct_of_saline,decrease,-71%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 29.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR272,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,242.0,pct_of_saline,increase,+142%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 242.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR273,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,122.0,pct_of_saline,increase,+22%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 122.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR274,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,39.0,pct_of_saline,decrease,-61%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 39.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR275,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,252.0,pct_of_saline,increase,+152%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 252.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR276,OLG057,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,114.0,pct_of_saline,increase,+14%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 114.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR277,OLG059,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,38.0,pct_of_saline,decrease,-62%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 38.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR278,OLG059,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,43.0,pct_of_saline,decrease,-57%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 43.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR279,OLG059,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,101.0,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 101.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
