measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,thrombocytopenia_grade,is_platelet_specific,subject_class,source_id,source_ref,source_table,redistribution,notes
TMSR131,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,"steady state, drug elimination phase (>=5 days post dose)",coagulation,abnormal_PT_incidence_gt1.2,1.7,pct_incidence,increase,1.7pct_vs_1.3pct_placebo,0,FALSE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S12, PT row '>1.2 x ULN, or BSLN if >ULN', dose group ASO total",summary_stat,"15 of 888 subjects | Grade rationale: coagulation-time abnormality is not a platelet endpoint and shows no dose-dependent excess over placebo -> grade 0 | Supplementary Table S12: incidence of abnormal coagulation times in randomized placebo-controlled trials during STEADY-STATE conditions of the drug ELIMINATION phase (last measure collected >=5 days after a dose and before end of treatment period). Subjects had to have received at least two doses. Data from the FXI ASO trials were EXCLUDED because of the known pharmacological effect on APTT. Article conclusion: no dose-dependent effect of 2'MOE ASO treatment on the incidence of abnormalities in these coagulation tests compared with placebo. | Coagulation-time readout, NOT a platelet measurement (is_platelet_specific FALSE). Graded 0 under the schema rubric because grade 0 = 'no platelet signal at tested exposure'; a prolonged APTT/PT is not a platelet endpoint and the source reports no dose-dependent excess over placebo. | Pooled across all 2'MOE ASO dose levels; dose_or_conc_value TBD because the row aggregates every dose band. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR132,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,0,mg,"steady state, drug elimination phase (>=5 days post dose)",coagulation,abnormal_PT_incidence_gt1.2,1.3,pct_incidence,increase,TBD,0,FALSE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S12, PT row '>1.2 x ULN, or BSLN if >ULN', dose group Placebo",summary_stat,"5 of 393 subjects | Grade rationale: coagulation-time abnormality is not a platelet endpoint and shows no dose-dependent excess over placebo -> grade 0 | Supplementary Table S12: incidence of abnormal coagulation times in randomized placebo-controlled trials during STEADY-STATE conditions of the drug ELIMINATION phase (last measure collected >=5 days after a dose and before end of treatment period). Subjects had to have received at least two doses. Data from the FXI ASO trials were EXCLUDED because of the known pharmacological effect on APTT. Article conclusion: no dose-dependent effect of 2'MOE ASO treatment on the incidence of abnormalities in these coagulation tests compared with placebo. | Coagulation-time readout, NOT a platelet measurement (is_platelet_specific FALSE). Graded 0 under the schema rubric because grade 0 = 'no platelet signal at tested exposure'; a prolonged APTT/PT is not a platelet endpoint and the source reports no dose-dependent excess over placebo. | footnote b: five of five were taking anticoagulants. | PLACEBO CONTROL ARM - no ASO administered; carried under the class-pool oligo_name for joinability. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR133,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>0-75,mg,baseline (pre-dose),platelet_count,baseline_mean_platelet_count,239,10^9/L,no_change,baseline_context_row,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S2, row 'Platelets, K/uL Mean (SD)', dose group >0-75 mg/week",summary_stat,"Grade rationale: baseline (pre-dose) value - by definition no on-treatment platelet signal -> grade 0 | BASELINE (pre-dose) platelet count for the 52-trial systemic RCT/open-label dataset - CONTEXT/DENOMINATOR row, not a toxicity outcome. Mean (SD) = 239 (54) K/uL; n = 161. Useful for normalising the relative-threshold endpoints (<0.7 x BSLN, <0.5 x BSLN) to absolute counts. | Baseline means are comparable across dose groups and placebo, i.e. the dose groups were not imbalanced at baseline. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR134,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>175-275,mg,baseline (pre-dose),platelet_count,baseline_mean_platelet_count,241,10^9/L,no_change,baseline_context_row,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S2, row 'Platelets, K/uL Mean (SD)', dose group >175-275 mg/week",summary_stat,"Grade rationale: baseline (pre-dose) value - by definition no on-treatment platelet signal -> grade 0 | BASELINE (pre-dose) platelet count for the 52-trial systemic RCT/open-label dataset - CONTEXT/DENOMINATOR row, not a toxicity outcome. Mean (SD) = 241 (65) K/uL; n = 1323. Useful for normalising the relative-threshold endpoints (<0.7 x BSLN, <0.5 x BSLN) to absolute counts. | Baseline means are comparable across dose groups and placebo, i.e. the dose groups were not imbalanced at baseline. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR135,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>275-375,mg,baseline (pre-dose),platelet_count,baseline_mean_platelet_count,247,10^9/L,no_change,baseline_context_row,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S2, row 'Platelets, K/uL Mean (SD)', dose group >275-375 mg/week",summary_stat,"Grade rationale: baseline (pre-dose) value - by definition no on-treatment platelet signal -> grade 0 | BASELINE (pre-dose) platelet count for the 52-trial systemic RCT/open-label dataset - CONTEXT/DENOMINATOR row, not a toxicity outcome. Mean (SD) = 247 (62) K/uL; n = 270. Useful for normalising the relative-threshold endpoints (<0.7 x BSLN, <0.5 x BSLN) to absolute counts. | Baseline means are comparable across dose groups and placebo, i.e. the dose groups were not imbalanced at baseline. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR136,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>375-475,mg,baseline (pre-dose),platelet_count,baseline_mean_platelet_count,260,10^9/L,no_change,baseline_context_row,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S2, row 'Platelets, K/uL Mean (SD)', dose group >375-475 mg/week",summary_stat,"Grade rationale: baseline (pre-dose) value - by definition no on-treatment platelet signal -> grade 0 | BASELINE (pre-dose) platelet count for the 52-trial systemic RCT/open-label dataset - CONTEXT/DENOMINATOR row, not a toxicity outcome. Mean (SD) = 260 (97) K/uL; n = 235. Useful for normalising the relative-threshold endpoints (<0.7 x BSLN, <0.5 x BSLN) to absolute counts. | Baseline means are comparable across dose groups and placebo, i.e. the dose groups were not imbalanced at baseline. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR137,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>475,mg,baseline (pre-dose),platelet_count,baseline_mean_platelet_count,227,10^9/L,no_change,baseline_context_row,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S2, row 'Platelets, K/uL Mean (SD)', dose group >475 mg/week",summary_stat,"Grade rationale: baseline (pre-dose) value - by definition no on-treatment platelet signal -> grade 0 | BASELINE (pre-dose) platelet count for the 52-trial systemic RCT/open-label dataset - CONTEXT/DENOMINATOR row, not a toxicity outcome. Mean (SD) = 227 (54) K/uL; n = 41. Useful for normalising the relative-threshold endpoints (<0.7 x BSLN, <0.5 x BSLN) to absolute counts. | Baseline means are comparable across dose groups and placebo, i.e. the dose groups were not imbalanced at baseline. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR138,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>75-175,mg,baseline (pre-dose),platelet_count,baseline_mean_platelet_count,252,10^9/L,no_change,baseline_context_row,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S2, row 'Platelets, K/uL Mean (SD)', dose group >75-175 mg/week",summary_stat,"Grade rationale: baseline (pre-dose) value - by definition no on-treatment platelet signal -> grade 0 | BASELINE (pre-dose) platelet count for the 52-trial systemic RCT/open-label dataset - CONTEXT/DENOMINATOR row, not a toxicity outcome. Mean (SD) = 252 (62) K/uL; n = 361. Useful for normalising the relative-threshold endpoints (<0.7 x BSLN, <0.5 x BSLN) to absolute counts. | Baseline means are comparable across dose groups and placebo, i.e. the dose groups were not imbalanced at baseline. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR139,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,baseline (pre-dose),platelet_count,baseline_mean_platelet_count,245,10^9/L,no_change,baseline_context_row,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S2, row 'Platelets, K/uL Mean (SD)', dose group ASO total",summary_stat,"Grade rationale: baseline (pre-dose) value - by definition no on-treatment platelet signal -> grade 0 | BASELINE (pre-dose) platelet count for the 52-trial systemic RCT/open-label dataset - CONTEXT/DENOMINATOR row, not a toxicity outcome. Mean (SD) = 245 (67) K/uL; n = 2390. Useful for normalising the relative-threshold endpoints (<0.7 x BSLN, <0.5 x BSLN) to absolute counts. | Baseline means are comparable across dose groups and placebo, i.e. the dose groups were not imbalanced at baseline. | Pooled across all 2'MOE ASO dose levels. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR140,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,0,mg,baseline (pre-dose),platelet_count,baseline_mean_platelet_count,241,10^9/L,no_change,baseline_context_row,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S2, row 'Platelets, K/uL Mean (SD)', dose group Placebo",summary_stat,"Grade rationale: baseline (pre-dose) value - by definition no on-treatment platelet signal -> grade 0 | BASELINE (pre-dose) platelet count for the 52-trial systemic RCT/open-label dataset - CONTEXT/DENOMINATOR row, not a toxicity outcome. Mean (SD) = 241 (62) K/uL; n = 780. Useful for normalising the relative-threshold endpoints (<0.7 x BSLN, <0.5 x BSLN) to absolute counts. | Baseline means are comparable across dose groups and placebo, i.e. the dose groups were not imbalanced at baseline. | PLACEBO ARM baseline. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR141,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>175-275,mg,phase 1 DDI trials,platelet_count,confirmed_platelet_reduction_<0.5xBSLN_incidence,0.0,pct_incidence,no_change,no_placebo_arm_in_these_crossover_trials,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Supplementary Table S4, band <0.5 x BSLN, dose group >175-275 mg/week (= ASO total; all 84 DDI subjects fell in this band)",summary_stat,"0 of 84 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <0.5 x BSLN band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: relative decline >50% from baseline; treated as a monitoring-triggering moderate signal -> schema grade 2. Absolute count band is NOT specified by this endpoint; grading is by relative severity | Four phase 1 drug-drug-interaction trials of three 2'MOE ASOs, crossover design with ALL subjects exposed to a 2'MOE ASO, so there is NO placebo arm. Interacting drugs tested: simvastatin, ezetimibe, warfarin, enoxaparin, metformin, glipizide, rosiglitazone. These trials are EXCLUDED from the main Table 3 analysis (Supplementary Table S3). All 84 subjects fell in the >175-275 mg/week band, so the 'ASO total' and '>175-275 mg/week' columns are identical and are recorded once. | N=84 row: all subjects with at least one post-baseline measure. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
